ID,Sale Date,Product,Type,Category,Cost Price,Sales Price
396,2022-05-23,Cheese Bread,Savory,Breads,2.15,3.95
397,2022-12-20,Potato Bread,Savory,Breads,4.71,8.73
398,2023-12-25,Pecan Pie,Sweet,Pies,18.56,34.86
399,2023-03-25,Carrot Cake,Sweet,Cakes,7.37,14.03
400,2022-02-11,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
401,2022-06-07,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
402,2023-10-26,Potato Bread,Savory,Breads,4.71,8.73
403,2023-09-11,Red Velvet Cake,Sweet,Cakes,30.92,45.57
404,2022-12-18,Chocolate Cake,Sweet,Cakes,11.02,21.75
405,2022-09-08,Cheese Bread,Savory,Breads,2.15,3.95
406,2023-07-17,Banana Bread,Sweet,Breads,6.14,9.48
407,2023-08-23,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
408,2023-09-04,Cheese Crackers,Savory,Cookies,1.29,2.8
409,2023-05-30,Potato Bread,Savory,Breads,4.71,8.73
410,2023-09-07,Carrot Cake,Sweet,Cakes,7.37,14.03
411,2022-07-31,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
412,2023-01-28,Shortbread Cookies,Sweet,Cookies,0.7,1.28
413,2023-05-14,Strawberry Pie,Sweet,Pies,25.94,38.43
414,2022-03-19,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
415,2022-05-24,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
416,2022-01-28,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
417,2023-07-23,Red Velvet Cake,Sweet,Cakes,30.92,45.57
418,2022-09-23,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
419,2023-06-30,Banana Bread,Sweet,Breads,6.14,9.48
420,2022-03-06,Cheese Bread,Savory,Breads,2.15,3.95
421,2023-08-31,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
422,2023-10-09,Carrot Cake,Sweet,Cakes,7.37,14.03
423,2022-05-01,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
424,2023-08-06,Apple Pie,Sweet,Pies,9.73,20.38
425,2022-03-05,Lemon Pie,Sweet,Pies,17.37,33.56
426,2022-08-22,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
427,2023-08-27,Carrot Cake,Sweet,Cakes,7.37,14.03
428,2023-09-30,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
429,2023-08-11,Baguette,Savory,Breads,3.91,8.02
430,2023-11-22,Whole Wheat Bread,Savory,Breads,3.82,5.49
431,2022-04-12,Apple Pie,Sweet,Pies,9.73,20.38
432,2023-12-08,Chocolate Pie,Sweet,Pies,8.55,17.24
433,2023-03-20,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
434,2022-11-04,Strawberry Pie,Sweet,Pies,25.94,38.43
435,2022-08-07,Carrot Cake,Sweet,Cakes,7.37,14.03
436,2022-06-15,Red Velvet Cake,Sweet,Cakes,30.92,45.57
437,2023-03-16,Pretzels,Savory,Cookies,0.72,1.11
438,2022-06-14,Red Velvet Cake,Sweet,Cakes,30.92,45.57
439,2023-11-11,Cornbread,Savory,Breads,1.41,2.94
440,2022-09-14,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
441,2022-12-04,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
442,2022-08-04,Carrot Cake,Sweet,Cakes,7.37,14.03
443,2022-10-13,Garlic Bread,Savory,Breads,5.31,9.22
444,2022-12-03,Cheese Crackers,Savory,Cookies,1.29,2.8
445,2022-10-07,Cheese Puffs,Savory,Cookies,2.49,4.71
446,2022-11-14,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
447,2022-11-07,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
448,2023-02-24,Cookies,Sweet,Cookies,1.34,2.5
449,2022-02-18,Carrot Cake,Sweet,Cakes,7.37,14.03
450,2023-12-29,Garlic Bread,Savory,Breads,5.31,9.22
451,2022-02-05,Lemon Pie,Sweet,Pies,17.37,33.56
452,2022-07-07,Rye Bread,Savory,Breads,2.46,5.29
453,2023-09-01,Passion Fruit Pie,Sweet,Pies,11.19,19.42
454,2023-01-14,Pecan Pie,Sweet,Pies,18.56,34.86
455,2022-05-04,Chocolate Cake,Sweet,Cakes,11.02,21.75
456,2022-10-14,Cheese Puffs,Savory,Cookies,2.49,4.71
457,2023-04-18,Strawberry Pie,Sweet,Pies,25.94,38.43
458,2022-06-24,Carrot Cake,Sweet,Cakes,7.37,14.03
459,2023-11-17,Red Velvet Cake,Sweet,Cakes,30.92,45.57
460,2022-04-26,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
461,2022-04-26,Pretzels,Savory,Cookies,0.72,1.11
462,2022-01-17,Cheese Crackers,Savory,Cookies,1.29,2.8
463,2023-03-08,Baguette,Savory,Breads,3.91,8.02
464,2023-01-16,Potato Bread,Savory,Breads,4.71,8.73
465,2023-02-16,Pecan Pie,Sweet,Pies,18.56,34.86
466,2022-03-01,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
467,2023-10-29,Chocolate Cake,Sweet,Cakes,11.02,21.75
468,2023-04-15,Banana Bread,Sweet,Breads,6.14,9.48
469,2022-05-27,Chocolate Cake,Sweet,Cakes,11.02,21.75
470,2023-06-01,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
471,2022-04-23,Strawberry Pie,Sweet,Pies,25.94,38.43
472,2022-07-18,Shortbread Cookies,Sweet,Cookies,0.7,1.28
473,2023-04-29,Cheese Bread,Savory,Breads,2.15,3.95
474,2023-12-19,Chocolate Cake,Sweet,Cakes,11.02,21.75
475,2022-05-09,Whole Wheat Bread,Savory,Breads,3.82,5.49
476,2022-08-08,Potato Bread,Savory,Breads,4.71,8.73
477,2023-11-15,Potato Bread,Savory,Breads,4.71,8.73
478,2023-01-27,Cornbread,Savory,Breads,1.41,2.94
479,2022-11-18,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
480,2022-01-12,Pecan Pie,Sweet,Pies,18.56,34.86
481,2023-11-06,Apple Pie,Sweet,Pies,9.73,20.38
482,2022-07-03,Red Velvet Cake,Sweet,Cakes,30.92,45.57
483,2023-07-28,Cookies,Sweet,Cookies,1.34,2.5
484,2022-10-19,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
485,2022-01-09,Cheese Puffs,Savory,Cookies,2.49,4.71
486,2023-09-15,Cheese Bread,Savory,Breads,2.15,3.95
487,2022-06-09,Cheese Crackers,Savory,Cookies,1.29,2.8
488,2023-03-12,Cheese Crackers,Savory,Cookies,1.29,2.8
489,2023-09-16,Whole Wheat Bread,Savory,Breads,3.82,5.49
490,2022-08-14,Red Velvet Cake,Sweet,Cakes,30.92,45.57
491,2022-10-23,Passion Fruit Pie,Sweet,Pies,11.19,19.42
492,2022-03-28,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
493,2022-03-08,Cheese Bread,Savory,Breads,2.15,3.95
494,2023-06-03,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
495,2023-02-05,Baguette,Savory,Breads,3.91,8.02
496,2022-05-19,Cheese Puffs,Savory,Cookies,2.49,4.71
497,2023-11-13,Apple Pie,Sweet,Pies,9.73,20.38
498,2023-05-04,Shortbread Cookies,Sweet,Cookies,0.7,1.28
499,2022-03-19,Rye Bread,Savory,Breads,2.46,5.29
500,2023-03-06,Pecan Pie,Sweet,Pies,18.56,34.86
501,2022-12-11,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
502,2022-07-20,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
503,2023-06-14,Cornbread,Savory,Breads,1.41,2.94
504,2022-12-24,Lemon Pie,Sweet,Pies,17.37,33.56
505,2023-04-16,Carrot Cake,Sweet,Cakes,7.37,14.03
506,2023-06-08,Pecan Pie,Sweet,Pies,18.56,34.86
507,2023-06-24,Chocolate Cake,Sweet,Cakes,11.02,21.75
508,2022-07-01,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
509,2022-01-28,Red Velvet Cake,Sweet,Cakes,30.92,45.57
510,2023-03-29,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
511,2023-09-23,Cookies,Sweet,Cookies,1.34,2.5
512,2023-12-30,Banana Bread,Sweet,Breads,6.14,9.48
513,2022-04-03,Apple Pie,Sweet,Pies,9.73,20.38
514,2022-05-03,Cheese Bread,Savory,Breads,2.15,3.95
515,2022-01-16,Red Velvet Cake,Sweet,Cakes,30.92,45.57
516,2022-06-12,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
517,2022-05-31,Apple Pie,Sweet,Pies,9.73,20.38
518,2023-09-17,Banana Bread,Sweet,Breads,6.14,9.48
519,2022-01-01,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
520,2022-05-24,Potato Bread,Savory,Breads,4.71,8.73
521,2022-10-07,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
522,2022-01-31,Cornbread,Savory,Breads,1.41,2.94
523,2022-02-27,Cookies,Sweet,Cookies,1.34,2.5
524,2022-05-06,Chocolate Pie,Sweet,Pies,8.55,17.24
525,2022-12-24,Pecan Pie,Sweet,Pies,18.56,34.86
526,2022-05-31,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
527,2023-09-02,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
528,2023-05-13,Cookies,Sweet,Cookies,1.34,2.5
529,2022-11-21,Baguette,Savory,Breads,3.91,8.02
530,2022-03-25,Potato Bread,Savory,Breads,4.71,8.73
531,2022-02-06,Strawberry Pie,Sweet,Pies,25.94,38.43
532,2022-04-03,Cheese Bread,Savory,Breads,2.15,3.95
533,2022-07-03,Chocolate Cake,Sweet,Cakes,11.02,21.75
534,2023-07-18,Pecan Pie,Sweet,Pies,18.56,34.86
535,2023-07-31,Baguette,Savory,Breads,3.91,8.02
536,2023-10-31,Cheese Puffs,Savory,Cookies,2.49,4.71
537,2022-07-25,Passion Fruit Pie,Sweet,Pies,11.19,19.42
538,2023-02-23,Cornbread,Savory,Breads,1.41,2.94
539,2023-05-18,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
540,2023-01-07,Potato Bread,Savory,Breads,4.71,8.73
541,2022-12-09,Strawberry Pie,Sweet,Pies,25.94,38.43
542,2022-03-23,Banana Bread,Sweet,Breads,6.14,9.48
543,2023-02-18,Banana Bread,Sweet,Breads,6.14,9.48
544,2022-06-08,Carrot Cake,Sweet,Cakes,7.37,14.03
545,2022-11-08,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
546,2022-10-26,Chocolate Pie,Sweet,Pies,8.55,17.24
547,2022-10-05,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
548,2023-05-29,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
549,2023-07-19,Chocolate Pie,Sweet,Pies,8.55,17.24
550,2022-03-29,Banana Bread,Sweet,Breads,6.14,9.48
551,2022-04-18,Cheese Puffs,Savory,Cookies,2.49,4.71
552,2022-03-20,Carrot Cake,Sweet,Cakes,7.37,14.03
553,2022-05-31,Potato Bread,Savory,Breads,4.71,8.73
554,2023-05-29,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
555,2023-12-12,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
556,2022-10-19,Strawberry Pie,Sweet,Pies,25.94,38.43
557,2023-05-14,Whole Wheat Bread,Savory,Breads,3.82,5.49
558,2023-06-30,Carrot Cake,Sweet,Cakes,7.37,14.03
559,2022-03-22,Lemon Pie,Sweet,Pies,17.37,33.56
560,2023-03-04,Whole Wheat Bread,Savory,Breads,3.82,5.49
561,2022-04-28,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
562,2023-08-20,Carrot Cake,Sweet,Cakes,7.37,14.03
563,2023-09-02,Passion Fruit Pie,Sweet,Pies,11.19,19.42
564,2023-12-06,Shortbread Cookies,Sweet,Cookies,0.7,1.28
565,2023-07-31,Cookies,Sweet,Cookies,1.34,2.5
566,2023-02-28,Chocolate Pie,Sweet,Pies,8.55,17.24
567,2022-01-14,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
568,2022-12-28,Cookies,Sweet,Cookies,1.34,2.5
569,2022-05-12,Lemon Pie,Sweet,Pies,17.37,33.56
570,2023-03-12,Red Velvet Cake,Sweet,Cakes,30.92,45.57
571,2022-06-04,Strawberry Pie,Sweet,Pies,25.94,38.43
572,2022-05-14,Pretzels,Savory,Cookies,0.72,1.11
573,2023-11-01,Cheese Puffs,Savory,Cookies,2.49,4.71
574,2022-09-05,Carrot Cake,Sweet,Cakes,7.37,14.03
575,2022-10-11,Strawberry Pie,Sweet,Pies,25.94,38.43
576,2023-05-04,Banana Bread,Sweet,Breads,6.14,9.48
577,2023-06-21,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
578,2023-10-21,Cheese Bread,Savory,Breads,2.15,3.95
579,2023-03-06,Whole Wheat Bread,Savory,Breads,3.82,5.49
580,2023-07-10,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
581,2023-11-28,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
582,2023-10-07,Passion Fruit Pie,Sweet,Pies,11.19,19.42
583,2023-02-22,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
584,2023-10-21,Rye Bread,Savory,Breads,2.46,5.29
585,2022-03-23,Whole Wheat Bread,Savory,Breads,3.82,5.49
586,2023-12-27,Strawberry Pie,Sweet,Pies,25.94,38.43
587,2023-08-17,Strawberry Pie,Sweet,Pies,25.94,38.43
588,2023-06-10,Pretzels,Savory,Cookies,0.72,1.11
589,2023-03-08,Shortbread Cookies,Sweet,Cookies,0.7,1.28
590,2022-06-26,Cookies,Sweet,Cookies,1.34,2.5
591,2022-02-26,Cornbread,Savory,Breads,1.41,2.94
592,2023-12-26,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
593,2022-01-23,Cheese Puffs,Savory,Cookies,2.49,4.71
594,2022-02-08,Cookies,Sweet,Cookies,1.34,2.5
595,2022-06-21,Lemon Pie,Sweet,Pies,17.37,33.56
596,2023-11-04,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
597,2023-07-24,Cornbread,Savory,Breads,1.41,2.94
598,2022-08-14,Whole Wheat Bread,Savory,Breads,3.82,5.49
599,2022-06-15,Pretzels,Savory,Cookies,0.72,1.11
600,2022-09-30,Pecan Pie,Sweet,Pies,18.56,34.86
601,2023-03-08,Red Velvet Cake,Sweet,Cakes,30.92,45.57
602,2023-04-05,Cheese Bread,Savory,Breads,2.15,3.95
603,2022-11-30,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
604,2022-01-11,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
605,2023-07-01,Potato Bread,Savory,Breads,4.71,8.73
606,2022-11-19,Pretzels,Savory,Cookies,0.72,1.11
607,2023-07-25,Red Velvet Cake,Sweet,Cakes,30.92,45.57
608,2022-10-01,Pretzels,Savory,Cookies,0.72,1.11
609,2023-08-07,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
610,2023-02-05,Potato Bread,Savory,Breads,4.71,8.73
611,2023-09-05,Pretzels,Savory,Cookies,0.72,1.11
612,2023-07-30,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
613,2022-10-01,Pecan Pie,Sweet,Pies,18.56,34.86
614,2022-03-09,Chocolate Cake,Sweet,Cakes,11.02,21.75
615,2023-03-30,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
616,2023-06-06,Chocolate Cake,Sweet,Cakes,11.02,21.75
617,2023-03-19,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
618,2023-03-04,Pecan Pie,Sweet,Pies,18.56,34.86
619,2023-06-21,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
620,2023-08-16,Strawberry Pie,Sweet,Pies,25.94,38.43
621,2023-03-14,Chocolate Pie,Sweet,Pies,8.55,17.24
622,2022-02-21,Cornbread,Savory,Breads,1.41,2.94
623,2022-07-13,Pretzels,Savory,Cookies,0.72,1.11
624,2023-07-13,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
625,2023-01-14,Banana Bread,Sweet,Breads,6.14,9.48
626,2022-07-05,Cornbread,Savory,Breads,1.41,2.94
627,2023-03-26,Carrot Cake,Sweet,Cakes,7.37,14.03
628,2022-01-04,Banana Bread,Sweet,Breads,6.14,9.48
629,2022-04-16,Garlic Bread,Savory,Breads,5.31,9.22
630,2022-08-19,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
631,2023-10-31,Cornbread,Savory,Breads,1.41,2.94
632,2023-04-01,Apple Pie,Sweet,Pies,9.73,20.38
633,2022-06-23,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
634,2023-06-01,Chocolate Cake,Sweet,Cakes,11.02,21.75
635,2023-11-02,Carrot Cake,Sweet,Cakes,7.37,14.03
636,2022-10-30,Cheese Bread,Savory,Breads,2.15,3.95
637,2023-03-30,Potato Bread,Savory,Breads,4.71,8.73
638,2022-03-11,Strawberry Pie,Sweet,Pies,25.94,38.43
639,2022-08-01,Chocolate Cake,Sweet,Cakes,11.02,21.75
640,2022-12-01,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
641,2022-05-24,Potato Bread,Savory,Breads,4.71,8.73
642,2023-05-25,Carrot Cake,Sweet,Cakes,7.37,14.03
643,2022-06-02,Red Velvet Cake,Sweet,Cakes,30.92,45.57
644,2022-09-09,Strawberry Pie,Sweet,Pies,25.94,38.43
645,2023-03-08,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
646,2023-11-06,Cookies,Sweet,Cookies,1.34,2.5
647,2022-08-06,Rye Bread,Savory,Breads,2.46,5.29
648,2022-03-30,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
649,2023-10-31,Baguette,Savory,Breads,3.91,8.02
650,2022-04-26,Pecan Pie,Sweet,Pies,18.56,34.86
651,2023-06-14,Cheese Puffs,Savory,Cookies,2.49,4.71
652,2023-01-14,Potato Bread,Savory,Breads,4.71,8.73
653,2023-10-31,Cookies,Sweet,Cookies,1.34,2.5
654,2023-04-26,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
655,2022-05-30,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
656,2023-05-16,Cheese Bread,Savory,Breads,2.15,3.95
657,2022-11-03,Cheese Puffs,Savory,Cookies,2.49,4.71
658,2023-11-16,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
659,2022-12-30,Apple Pie,Sweet,Pies,9.73,20.38
660,2022-05-27,Pretzels,Savory,Cookies,0.72,1.11
661,2023-03-15,Red Velvet Cake,Sweet,Cakes,30.92,45.57
662,2022-09-11,Carrot Cake,Sweet,Cakes,7.37,14.03
663,2023-06-24,Carrot Cake,Sweet,Cakes,7.37,14.03
664,2023-05-06,Cookies,Sweet,Cookies,1.34,2.5
665,2022-10-20,Chocolate Pie,Sweet,Pies,8.55,17.24
666,2023-06-29,Rye Bread,Savory,Breads,2.46,5.29
667,2023-01-27,Cheese Puffs,Savory,Cookies,2.49,4.71
668,2022-06-20,Banana Bread,Sweet,Breads,6.14,9.48
669,2023-07-10,Cornbread,Savory,Breads,1.41,2.94
670,2023-03-07,Cheese Bread,Savory,Breads,2.15,3.95
671,2023-07-12,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
672,2022-09-13,Chocolate Cake,Sweet,Cakes,11.02,21.75
673,2023-04-11,Cookies,Sweet,Cookies,1.34,2.5
674,2023-05-12,Shortbread Cookies,Sweet,Cookies,0.7,1.28
675,2022-03-30,Chocolate Cake,Sweet,Cakes,11.02,21.75
676,2022-11-20,Cookies,Sweet,Cookies,1.34,2.5
677,2022-11-15,Cornbread,Savory,Breads,1.41,2.94
678,2023-12-21,Banana Bread,Sweet,Breads,6.14,9.48
679,2022-10-31,Garlic Bread,Savory,Breads,5.31,9.22
680,2022-11-20,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
681,2023-09-30,Apple Pie,Sweet,Pies,9.73,20.38
682,2023-10-16,Cornbread,Savory,Breads,1.41,2.94
683,2023-12-10,Chocolate Pie,Sweet,Pies,8.55,17.24
684,2022-08-30,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
685,2022-10-31,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
686,2022-04-15,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
687,2023-05-22,Banana Bread,Sweet,Breads,6.14,9.48
688,2022-01-12,Strawberry Pie,Sweet,Pies,25.94,38.43
689,2023-11-16,Pecan Pie,Sweet,Pies,18.56,34.86
690,2022-07-26,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
691,2023-07-08,Lemon Pie,Sweet,Pies,17.37,33.56
692,2022-08-06,Baguette,Savory,Breads,3.91,8.02
693,2022-03-09,Banana Bread,Sweet,Breads,6.14,9.48
694,2022-12-02,Apple Pie,Sweet,Pies,9.73,20.38
695,2023-08-15,Potato Bread,Savory,Breads,4.71,8.73
696,2023-07-28,Rye Bread,Savory,Breads,2.46,5.29
697,2022-06-01,Apple Pie,Sweet,Pies,9.73,20.38
698,2023-07-15,Banana Bread,Sweet,Breads,6.14,9.48
699,2022-03-05,Cornbread,Savory,Breads,1.41,2.94
700,2023-06-30,Lemon Pie,Sweet,Pies,17.37,33.56
701,2023-09-01,Pecan Pie,Sweet,Pies,18.56,34.86
702,2023-03-11,Cheese Bread,Savory,Breads,2.15,3.95
703,2023-11-12,Red Velvet Cake,Sweet,Cakes,30.92,45.57
704,2022-11-16,Rye Bread,Savory,Breads,2.46,5.29
705,2022-10-03,Banana Bread,Sweet,Breads,6.14,9.48
706,2023-09-19,Cornbread,Savory,Breads,1.41,2.94
707,2022-03-11,Pecan Pie,Sweet,Pies,18.56,34.86
708,2022-03-27,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
709,2022-04-10,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
710,2023-02-17,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
711,2023-08-15,Cheese Puffs,Savory,Cookies,2.49,4.71
712,2023-06-20,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
713,2022-11-22,Chocolate Pie,Sweet,Pies,8.55,17.24
714,2023-06-19,Cheese Crackers,Savory,Cookies,1.29,2.8
715,2023-01-19,Cookies,Sweet,Cookies,1.34,2.5
716,2023-04-06,Pretzels,Savory,Cookies,0.72,1.11
717,2023-08-05,Apple Pie,Sweet,Pies,9.73,20.38
718,2022-02-05,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
719,2022-05-31,Cornbread,Savory,Breads,1.41,2.94
720,2023-05-21,Passion Fruit Pie,Sweet,Pies,11.19,19.42
721,2022-11-17,Passion Fruit Pie,Sweet,Pies,11.19,19.42
722,2022-06-11,Cornbread,Savory,Breads,1.41,2.94
723,2023-11-26,Rye Bread,Savory,Breads,2.46,5.29
724,2023-02-22,Potato Bread,Savory,Breads,4.71,8.73
725,2023-03-12,Garlic Bread,Savory,Breads,5.31,9.22
726,2023-01-11,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
727,2022-09-26,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
728,2022-07-15,Chocolate Cake,Sweet,Cakes,11.02,21.75
729,2023-09-19,Carrot Cake,Sweet,Cakes,7.37,14.03
730,2023-06-26,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
731,2023-03-31,Pretzels,Savory,Cookies,0.72,1.11
732,2023-02-26,Red Velvet Cake,Sweet,Cakes,30.92,45.57
733,2022-07-09,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
734,2022-09-07,Carrot Cake,Sweet,Cakes,7.37,14.03
735,2023-09-20,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
736,2023-03-16,Cookies,Sweet,Cookies,1.34,2.5
737,2022-03-09,Rye Bread,Savory,Breads,2.46,5.29
738,2022-01-11,Cheese Bread,Savory,Breads,2.15,3.95
739,2023-02-21,Cookies,Sweet,Cookies,1.34,2.5
740,2023-04-24,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
741,2023-06-17,Red Velvet Cake,Sweet,Cakes,30.92,45.57
742,2022-02-01,Carrot Cake,Sweet,Cakes,7.37,14.03
743,2023-08-20,Red Velvet Cake,Sweet,Cakes,30.92,45.57
744,2022-07-15,Lemon Pie,Sweet,Pies,17.37,33.56
745,2022-04-08,Chocolate Cake,Sweet,Cakes,11.02,21.75
746,2022-12-13,Passion Fruit Pie,Sweet,Pies,11.19,19.42
747,2022-05-19,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
748,2022-01-22,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
749,2023-04-24,Cheese Puffs,Savory,Cookies,2.49,4.71
750,2023-03-20,Cheese Bread,Savory,Breads,2.15,3.95
751,2022-08-29,Baguette,Savory,Breads,3.91,8.02
752,2022-11-28,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
753,2023-03-20,Banana Bread,Sweet,Breads,6.14,9.48
754,2023-04-11,Strawberry Pie,Sweet,Pies,25.94,38.43
755,2022-12-06,Strawberry Pie,Sweet,Pies,25.94,38.43
756,2023-08-04,Strawberry Pie,Sweet,Pies,25.94,38.43
757,2023-04-22,Whole Wheat Bread,Savory,Breads,3.82,5.49
758,2023-10-28,Carrot Cake,Sweet,Cakes,7.37,14.03
759,2023-02-20,Apple Pie,Sweet,Pies,9.73,20.38
760,2023-04-07,Strawberry Pie,Sweet,Pies,25.94,38.43
761,2022-12-04,Cornbread,Savory,Breads,1.41,2.94
762,2023-04-12,Apple Pie,Sweet,Pies,9.73,20.38
763,2022-01-10,Baguette,Savory,Breads,3.91,8.02
764,2022-12-31,Potato Bread,Savory,Breads,4.71,8.73
765,2022-09-10,Baguette,Savory,Breads,3.91,8.02
766,2023-01-20,Baguette,Savory,Breads,3.91,8.02
767,2023-06-25,Potato Bread,Savory,Breads,4.71,8.73
768,2022-11-16,Chocolate Cake,Sweet,Cakes,11.02,21.75
769,2023-05-24,Banana Bread,Sweet,Breads,6.14,9.48
770,2023-05-31,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
771,2022-01-27,Pretzels,Savory,Cookies,0.72,1.11
772,2022-09-10,Pecan Pie,Sweet,Pies,18.56,34.86
773,2023-06-10,Potato Bread,Savory,Breads,4.71,8.73
774,2023-01-25,Red Velvet Cake,Sweet,Cakes,30.92,45.57
775,2023-07-02,Pretzels,Savory,Cookies,0.72,1.11
776,2022-04-10,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
777,2022-04-28,Rye Bread,Savory,Breads,2.46,5.29
778,2023-01-15,Apple Pie,Sweet,Pies,9.73,20.38
779,2022-04-05,Chocolate Cake,Sweet,Cakes,11.02,21.75
780,2022-02-26,Pretzels,Savory,Cookies,0.72,1.11
781,2022-01-29,Potato Bread,Savory,Breads,4.71,8.73
782,2023-11-17,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
783,2022-05-08,Rye Bread,Savory,Breads,2.46,5.29
784,2023-06-12,Strawberry Pie,Sweet,Pies,25.94,38.43
785,2022-04-24,Apple Pie,Sweet,Pies,9.73,20.38
786,2023-08-14,Red Velvet Cake,Sweet,Cakes,30.92,45.57
787,2023-08-22,Pecan Pie,Sweet,Pies,18.56,34.86
788,2023-02-08,Strawberry Pie,Sweet,Pies,25.94,38.43
789,2022-11-14,Red Velvet Cake,Sweet,Cakes,30.92,45.57
790,2023-10-27,Carrot Cake,Sweet,Cakes,7.37,14.03
791,2022-05-26,Red Velvet Cake,Sweet,Cakes,30.92,45.57
